"Timestamp,Region_State,Soil_Type,Soil_PH,Nitrogen_N,Phosphorus_P,Potassium_K,Soil_Moisture_Percent,Soil_Temperature_C,Dryness_Status,Hydrogel_Water_Release_Trigger"
"2026-01-02 02:00:00,Uttar Pradesh,Black,7.63,119.7,62.45,55.95,9.66,36.33,Critical_Dry,1"
"2026-01-02 03:00:00,Maharashtra,Red,8.19,69.06,22.45,60.83,39.78,35.33,Normal,0"
"2026-01-02 04:00:00,Maharashtra,Red,5.28,103.13,27.21,85.35,43.89,20.55,Normal,0"
"2026-01-02 05:00:00,Karnataka,Red,8.34,44.0,11.23,19.31,43.53,25.91,Normal,0"
"2026-01-02 06:00:00,Karnataka,Black,5.07,136.79,60.4,55.89,16.18,22.54,Moderate_Dry,0"
"2026-01-02 07:00:00,Punjab,Alluvial,6.54,62.0,53.25,82.89,16.36,18.56,Moderate_Dry,0"
"2026-01-02 08:00:00,Uttar Pradesh,Alluvial,7.82,121.5,58.61,44.75,21.54,22.15,Moderate_Dry,0"
"2026-01-02 09:00:00,Uttar Pradesh,Laterite,5.9,133.44,25.0,77.13,19.48,22.84,Moderate_Dry,0"
"2026-01-02 10:00:00,Tamil Nadu,Laterite,6.2,123.77,58.12,52.51,19.31,21.98,Moderate_Dry,0"
"2026-01-02 11:00:00,Tamil Nadu,Black,5.01,28.05,51.75,94.67,30.39,20.19,Normal,0"
"2026-01-02 12:00:00,Tamil Nadu,Arid,4.99,98.04,35.63,21.36,37.81,30.63,Normal,0"
"2026-01-02 13:00:00,Karnataka,Alluvial,6.98,34.41,40.65,111.39,42.66,25.74,Normal,0"
"2026-01-02 14:00:00,Uttar Pradesh,Laterite,7.2,20.68,49.75,33.02,10.51,39.8,Critical_Dry,1"
"2026-01-02 15:00:00,Uttar Pradesh,Alluvial,7.61,26.21,44.53,31.65,18.29,22.49,Moderate_Dry,0"
"2026-01-02 16:00:00,Maharashtra,Black,6.73,129.94,54.93,103.27,17.44,32.47,Moderate_Dry,0"
"2026-01-02 17:00:00,Karnataka,Black,7.08,129.02,22.67,106.27,21.23,39.61,Moderate_Dry,0"
"2026-01-02 18:00:00,Gujarat,Arid,4.55,47.1,47.85,24.76,23.7,19.13,Normal,0"
"2026-01-02 19:00:00,Karnataka,Arid,5.15,85.65,41.52,110.42,22.4,30.39,Moderate_Dry,0"
"2026-01-02 20:00:00,Gujarat,Black,8.44,134.6,42.27,43.7,43.23,28.82,Normal,0"
"2026-01-02 21:00:00,Maharashtra,Laterite,4.8,79.6,42.86,79.96,24.17,40.29,Normal,0"
"2026-01-02 22:00:00,Punjab,Alluvial,7.22,67.23,71.7,22.2,28.41,33.93,Normal,0"
"2026-01-02 23:00:00,Uttar Pradesh,Red,5.2,77.99,67.3,54.97,35.7,26.38,Normal,0"
"2026-01-03 00:00:00,Maharashtra,Arid,7.37,114.83,54.07,62.33,34.83,35.08,Normal,0"
"2026-01-03 01:00:00,Uttar Pradesh,Red,7.32,77.27,60.15,77.98,29.57,31.98,Normal,0"
"2026-01-03 02:00:00,Tamil Nadu,Laterite,5.44,113.99,13.0,70.15,39.85,26.33,Normal,0"
"2026-01-03 03:00:00,Punjab,Arid,5.58,71.8,62.08,63.46,31.09,36.85,Normal,0"
"2026-01-03 04:00:00,Punjab,Red,7.12,50.24,44.03,115.76,40.37,34.04,Normal,0"
"2026-01-03 05:00:00,Maharashtra,Laterite,6.06,59.18,32.24,34.43,19.2,18.13,Moderate_Dry,0"
"2026-01-03 06:00:00,Punjab,Alluvial,5.28,29.34,19.78,31.59,12.88,38.76,Critical_Dry,1"
"2026-01-03 07:00:00,Gujarat,Laterite,7.43,79.69,15.26,89.91,38.32,27.53,Normal,0"
"2026-01-03 08:00:00,Punjab,Arid,5.12,37.77,13.14,22.83,22.15,33.49,Moderate_Dry,0"
"2026-01-03 09:00:00,Uttar Pradesh,Black,7.92,117.39,21.33,65.7,32.09,27.52,Normal,0"
"2026-01-03 10:00:00,Uttar Pradesh,Alluvial,6.56,70.47,12.11,65.83,35.28,39.15,Normal,0"
"2026-01-03 11:00:00,Uttar Pradesh,Red,4.92,111.8,61.28,47.55,20.09,33.62,Moderate_Dry,0"
"2026-01-03 12:00:00,Uttar Pradesh,Arid,7.28,134.54,27.4,112.7,26.69,31.91,Normal,0"
"2026-01-03 13:00:00,Gujarat,Black,6.58,121.94,35.81,44.67,41.11,41.53,Normal,0"
"2026-01-03 14:00:00,Karnataka,Laterite,5.69,134.18,67.59,45.29,40.55,24.74,Normal,0"
"2026-01-03 15:00:00,Tamil Nadu,Black,6.19,88.15,18.03,39.6,35.73,19.57,Normal,0"
"2026-01-03 16:00:00,Maharashtra,Arid,5.69,39.84,68.49,30.31,36.22,30.38,Normal,0"
"2026-01-03 17:00:00,Uttar Pradesh,Arid,5.55,132.25,54.77,53.22,41.21,28.18,Normal,0"
"2026-01-03 18:00:00,Punjab,Black,5.15,124.22,33.94,86.49,35.24,28.9,Normal,0"
"2026-01-03 19:00:00,Uttar Pradesh,Laterite,5.95,123.73,18.25,92.93,20.56,32.88,Moderate_Dry,0"
"2026-01-03 20:00:00,Punjab,Black,5.5,103.19,16.4,100.41,12.47,32.76,Critical_Dry,1"
"2026-01-03 21:00:00,Tamil Nadu,Arid,7.23,94.99,33.49,35.74,23.61,27.41,Normal,0"
"2026-01-03 22:00:00,Tamil Nadu,Arid,7.24,21.77,19.82,18.74,11.23,38.71,Critical_Dry,1"
"2026-01-03 23:00:00,Tamil Nadu,Red,6.51,109.77,28.74,117.34,12.28,33.64,Critical_Dry,1"
"2026-01-04 00:00:00,Punjab,Red,7.61,30.98,13.71,16.5,43.16,39.36,Normal,0"
"2026-01-04 01:00:00,Uttar Pradesh,Alluvial,7.87,51.17,51.65,115.87,33.01,39.92,Normal,0"
"2026-01-04 02:00:00,Tamil Nadu,Arid,6.82,86.18,20.17,102.03,39.51,22.02,Normal,0"
"2026-01-04 03:00:00,Gujarat,Red,6.98,74.21,62.97,110.77,31.79,34.33,Normal,0"
"2026-01-04 04:00:00,Punjab,Black,5.63,21.89,25.27,55.65,23.49,25.62,Normal,0"
"2026-01-04 05:00:00,Punjab,Laterite,8.08,118.88,65.86,35.71,8.93,38.07,Critical_Dry,1"
"2026-01-04 06:00:00,Uttar Pradesh,Black,4.6,125.46,23.29,78.68,43.37,35.59,Normal,0"
"2026-01-04 07:00:00,Punjab,Laterite,5.89,101.82,60.5,92.83,10.62,22.77,Critical_Dry,1"
"2026-01-04 08:00:00,Punjab,Red,7.39,84.93,33.32,28.74,30.58,40.53,Normal,0"
"2026-01-04 09:00:00,Tamil Nadu,Alluvial,4.82,135.29,50.82,98.75,11.78,34.4,Critical_Dry,1"
"2026-01-04 10:00:00,Uttar Pradesh,Black,5.23,34.39,12.71,36.9,18.51,40.77,Moderate_Dry,0"
"2026-01-04 11:00:00,Tamil Nadu,Black,6.86,108.55,44.67,66.63,14.88,22.85,Critical_Dry,1"
"2026-01-04 12:00:00,Tamil Nadu,Black,6.74,35.4,20.41,104.93,28.49,38.87,Normal,0"
"2026-01-04 13:00:00,Uttar Pradesh,Laterite,7.46,65.82,44.04,35.31,40.82,34.03,Normal,0"
"2026-01-04 14:00:00,Maharashtra,Red,7.75,90.26,19.9,40.4,31.52,31.25,Normal,0"
"2026-01-04 15:00:00,Tamil Nadu,Black,5.01,108.45,40.6,21.59,32.57,37.69,Normal,0"
"2026-01-04 16:00:00,Gujarat,Black,4.57,20.45,17.74,30.39,41.63,33.19,Normal,0"
"2026-01-04 17:00:00,Gujarat,Alluvial,7.26,51.27,25.4,30.39,35.73,34.07,Normal,0"
"2026-01-04 18:00:00,Punjab,Alluvial,5.71,84.58,51.66,36.36,40.04,24.09,Normal,0"
"2026-01-04 19:00:00,Gujarat,Red,7.0,83.94,78.37,45.05,23.41,37.61,Normal,0"
"2026-01-04 20:00:00,Punjab,Red,5.1,96.52,41.44,100.57,40.02,33.61,Normal,0"
"2026-01-04 21:00:00,Maharashtra,Arid,6.38,56.46,58.1,111.16,31.9,38.27,Normal,0"
"2026-01-04 22:00:00,Uttar Pradesh,Alluvial,6.52,84.86,47.76,57.66,13.02,26.44,Critical_Dry,1"
"2026-01-04 23:00:00,Uttar Pradesh,Arid,6.84,42.77,44.89,28.46,9.43,25.96,Critical_Dry,1"
"2026-01-05 00:00:00,Uttar Pradesh,Laterite,6.55,42.42,14.53,38.5,17.03,18.57,Moderate_Dry,0"
"2026-01-05 01:00:00,Gujarat,Arid,6.48,89.19,20.1,92.3,22.0,36.45,Moderate_Dry,0"
"2026-01-05 02:00:00,Maharashtra,Black,5.83,102.26,71.81,86.13,38.99,25.93,Normal,0"
"2026-01-05 03:00:00,Gujarat,Arid,4.78,34.45,38.71,116.56,35.43,25.85,Normal,0"
"2026-01-05 04:00:00,Gujarat,Red,4.86,34.73,53.0,16.52,43.35,34.53,Normal,0"
"2026-01-05 05:00:00,Maharashtra,Laterite,6.24,87.84,46.98,93.83,28.69,24.07,Normal,0"
"2026-01-05 06:00:00,Maharashtra,Black,5.92,52.41,36.52,68.11,35.67,39.82,Normal,0"
"2026-01-05 07:00:00,Maharashtra,Arid,6.56,67.09,37.15,109.78,18.19,30.91,Moderate_Dry,0"
"2026-01-05 08:00:00,Maharashtra,Laterite,5.72,68.09,48.88,75.5,33.14,41.27,Normal,0"
"2026-01-05 09:00:00,Uttar Pradesh,Laterite,7.25,41.43,19.88,61.9,34.13,19.84,Normal,0"
"2026-01-05 10:00:00,Karnataka,Black,7.96,20.16,37.11,84.91,39.39,26.08,Normal,0"
"2026-01-05 11:00:00,Karnataka,Arid,5.7,122.38,41.29,102.52,27.85,27.16,Normal,0"
"2026-01-05 12:00:00,Maharashtra,Laterite,5.27,105.8,78.96,44.66,32.01,35.53,Normal,0"
"2026-01-05 13:00:00,Karnataka,Laterite,4.96,102.86,34.6,26.29,15.51,23.11,Moderate_Dry,0"
"2026-01-05 14:00:00,Karnataka,Alluvial,6.97,85.58,55.12,60.47,35.26,27.01,Normal,0"
"2026-01-05 15:00:00,Maharashtra,Laterite,6.28,104.12,19.62,37.52,39.02,39.86,Normal,0"
"2026-01-05 16:00:00,Karnataka,Alluvial,5.25,132.28,14.58,60.1,29.97,20.75,Normal,0"
"2026-01-05 17:00:00,Gujarat,Arid,7.11,99.88,71.01,119.06,12.28,35.89,Critical_Dry,1"
"2026-01-05 18:00:00,Punjab,Arid,5.09,51.81,61.15,75.28,19.58,34.86,Moderate_Dry,0"
"2026-01-05 19:00:00,Punjab,Arid,6.72,88.47,32.22,87.83,25.59,21.13,Normal,0"
"2026-01-05 20:00:00,Maharashtra,Red,6.61,73.08,45.32,86.18,33.06,34.52,Normal,0"
"2026-01-05 21:00:00,Uttar Pradesh,Arid,7.44,86.77,19.5,101.17,19.85,31.67,Moderate_Dry,0"
"2026-01-05 22:00:00,Maharashtra,Laterite,4.72,82.11,59.5,114.13,39.09,24.9,Normal,0"
"2026-01-05 23:00:00,Uttar Pradesh,Black,8.05,123.05,14.92,84.18,21.76,25.47,Moderate_Dry,0"
"2026-01-06 00:00:00,Punjab,Alluvial,7.31,98.22,62.99,64.99,9.58,37.99,Critical_Dry,1"
"2026-01-06 01:00:00,Maharashtra,Red,5.36,42.65,48.28,48.37,37.38,23.54,Normal,0"
"2026-01-06 02:00:00,Tamil Nadu,Arid,5.23,27.56,29.52,52.83,31.84,30.31,Normal,0"
"2026-01-06 03:00:00,Gujarat,Arid,6.23,70.92,70.38,50.12,37.67,34.35,Normal,0"
"2026-01-06 04:00:00,Karnataka,Black,7.77,21.87,79.03,49.07,20.91,21.12,Moderate_Dry,0"
"2026-01-06 05:00:00,Uttar Pradesh,Black,7.87,58.2,27.8,87.94,8.65,40.38,Critical_Dry,1"
"2026-01-06 06:00:00,Tamil Nadu,Red,6.58,64.16,66.44,76.71,10.73,24.26,Critical_Dry,1"
"2026-01-06 07:00:00,Karnataka,Alluvial,7.94,65.07,62.51,36.21,12.14,25.65,Critical_Dry,1"
"2026-01-06 08:00:00,Karnataka,Arid,4.52,137.52,62.3,116.81,37.79,33.99,Normal,0"
"2026-01-06 09:00:00,Maharashtra,Red,4.64,56.47,77.01,59.91,19.15,19.88,Moderate_Dry,0"
"2026-01-06 10:00:00,Karnataka,Laterite,8.15,51.83,44.06,74.44,44.92,33.06,Normal,0"
"2026-01-06 11:00:00,Gujarat,Laterite,7.6,35.53,57.19,88.77,36.06,39.98,Normal,0"
"2026-01-06 12:00:00,Tamil Nadu,Red,6.3,81.32,67.67,79.44,30.24,23.98,Normal,0"
"2026-01-06 13:00:00,Karnataka,Arid,7.51,38.44,43.57,47.66,44.39,26.69,Normal,0"
"2026-01-06 14:00:00,Maharashtra,Red,8.32,93.96,43.7,98.76,19.7,23.58,Moderate_Dry,0"
"2026-01-06 15:00:00,Gujarat,Arid,7.59,38.62,32.31,26.57,14.13,37.65,Critical_Dry,1"
"2026-01-06 16:00:00,Punjab,Black,7.87,89.2,64.66,74.74,35.28,22.02,Normal,0"
"2026-01-06 17:00:00,Tamil Nadu,Red,7.54,119.15,58.03,43.7,18.29,26.32,Moderate_Dry,0"
"2026-01-06 18:00:00,Karnataka,Arid,5.17,25.1,41.58,79.66,43.56,32.42,Normal,0"
"2026-01-06 19:00:00,Maharashtra,Red,7.83,70.37,39.35,37.89,44.56,27.71,Normal,0"
"2026-01-06 20:00:00,Punjab,Red,5.28,75.33,15.08,96.08,42.28,19.57,Normal,0"
"2026-01-06 21:00:00,Punjab,Arid,8.07,114.93,10.46,38.89,42.96,40.75,Normal,0"
"2026-01-06 22:00:00,Uttar Pradesh,Arid,6.33,76.15,47.02,108.49,30.78,26.11,Normal,0"
"2026-01-06 23:00:00,Gujarat,Alluvial,7.21,88.1,39.22,105.46,33.61,28.7,Normal,0"
"2026-01-07 00:00:00,Karnataka,Red,6.49,114.94,65.72,53.05,11.49,22.02,Critical_Dry,1"
"2026-01-07 01:00:00,Maharashtra,Laterite,4.88,87.17,47.99,55.51,36.23,38.77,Normal,0"
"2026-01-07 02:00:00,Uttar Pradesh,Red,5.66,63.0,75.57,88.66,15.48,24.99,Moderate_Dry,0"
"2026-01-07 03:00:00,Gujarat,Red,8.43,30.3,23.73,24.49,39.09,18.48,Normal,0"
"2026-01-07 04:00:00,Uttar Pradesh,Arid,8.34,107.59,79.31,23.5,43.58,25.59,Normal,0"
"2026-01-07 05:00:00,Tamil Nadu,Red,5.78,124.54,30.85,29.31,15.86,41.62,Moderate_Dry,0"
"2026-01-07 06:00:00,Gujarat,Red,8.49,136.41,54.97,74.06,10.89,21.52,Critical_Dry,1"
"2026-01-07 07:00:00,Gujarat,Laterite,7.88,131.19,45.13,30.65,25.9,18.75,Normal,0"
"2026-01-07 08:00:00,Karnataka,Arid,6.94,115.69,35.17,44.15,37.29,31.88,Normal,0"
"2026-01-07 09:00:00,Gujarat,Red,4.66,97.22,19.75,82.93,36.51,26.92,Normal,0"
"2026-01-07 10:00:00,Uttar Pradesh,Black,8.11,113.78,19.44,16.64,33.78,37.08,Normal,0"
"2026-01-07 11:00:00,Gujarat,Alluvial,6.73,71.85,59.81,33.92,38.37,35.57,Normal,0"
"2026-01-07 12:00:00,Karnataka,Laterite,7.97,91.37,36.43,112.64,14.47,22.45,Critical_Dry,1"
"2026-01-07 13:00:00,Karnataka,Red,7.84,61.84,77.29,84.68,32.12,31.55,Normal,0"
"2026-01-07 14:00:00,Tamil Nadu,Black,7.83,59.21,32.8,47.08,30.41,18.78,Normal,0"
"2026-01-07 15:00:00,Uttar Pradesh,Red,7.29,110.8,78.85,19.76,13.68,28.55,Critical_Dry,1"
"2026-01-07 16:00:00,Punjab,Red,5.67,74.47,24.38,76.54,23.33,35.14,Normal,0"
"2026-01-07 17:00:00,Punjab,Arid,5.84,45.46,17.2,38.4,39.54,27.96,Normal,0"
"2026-01-07 18:00:00,Gujarat,Arid,5.73,44.23,31.88,115.82,43.96,20.83,Normal,0"
"2026-01-07 19:00:00,Tamil Nadu,Arid,4.58,123.1,71.99,87.13,32.62,19.48,Normal,0"
"2026-01-07 20:00:00,Maharashtra,Black,6.83,101.33,46.53,117.28,42.11,38.49,Normal,0"
"2026-01-07 21:00:00,Gujarat,Red,7.3,85.53,19.5,104.13,12.89,39.39,Critical_Dry,1"
"2026-01-07 22:00:00,Tamil Nadu,Alluvial,7.92,68.11,24.17,65.72,44.08,26.23,Normal,0"
"2026-01-07 23:00:00,Uttar Pradesh,Laterite,5.06,71.7,31.79,85.3,9.24,21.94,Critical_Dry,1"
"2026-01-08 00:00:00,Uttar Pradesh,Arid,6.68,26.89,51.31,100.27,27.51,41.49,Normal,0"
"2026-01-08 01:00:00,Uttar Pradesh,Arid,4.53,74.59,33.27,75.71,18.77,31.1,Moderate_Dry,0"
"2026-01-08 02:00:00,Uttar Pradesh,Red,4.88,115.45,62.29,21.46,38.11,29.44,Normal,0"
"2026-01-08 03:00:00,Uttar Pradesh,Red,4.72,66.56,53.14,64.4,16.05,35.8,Moderate_Dry,0"
"2026-01-08 04:00:00,Tamil Nadu,Black,7.4,66.03,71.17,28.71,8.43,22.05,Critical_Dry,1"
"2026-01-08 05:00:00,Tamil Nadu,Black,4.82,21.89,45.07,90.06,23.34,31.92,Normal,0"
"2026-01-08 06:00:00,Karnataka,Arid,7.37,74.94,33.18,86.47,10.37,39.36,Critical_Dry,1"
"2026-01-08 07:00:00,Punjab,Red,5.5,23.04,79.74,119.26,18.73,18.55,Moderate_Dry,0"
"2026-01-08 08:00:00,Uttar Pradesh,Alluvial,8.01,88.44,34.89,81.03,31.82,34.15,Normal,0"
"2026-01-08 09:00:00,Maharashtra,Laterite,7.75,80.81,40.0,99.01,18.9,31.23,Moderate_Dry,0"
"2026-01-08 10:00:00,Tamil Nadu,Red,8.33,120.8,66.64,43.17,17.09,40.82,Moderate_Dry,0"
"2026-01-08 11:00:00,Maharashtra,Red,8.04,89.81,16.2,50.7,13.75,24.21,Critical_Dry,1"
"2026-01-08 12:00:00,Maharashtra,Black,8.23,58.81,37.05,111.29,13.0,38.61,Critical_Dry,1"
"2026-01-08 13:00:00,Maharashtra,Laterite,7.93,81.95,16.0,94.3,27.46,25.42,Normal,0"
"2026-01-08 14:00:00,Karnataka,Arid,7.27,103.96,19.75,83.8,33.22,28.32,Normal,0"
"2026-01-08 15:00:00,Tamil Nadu,Red,5.18,31.28,10.32,41.67,24.75,23.12,Normal,0"
"2026-01-08 16:00:00,Maharashtra,Arid,5.59,94.53,10.67,88.35,12.57,38.73,Critical_Dry,1"
"2026-01-08 17:00:00,Uttar Pradesh,Red,5.35,130.0,36.62,108.11,31.97,22.69,Normal,0"
"2026-01-08 18:00:00,Gujarat,Arid,6.91,55.9,66.64,39.23,28.61,38.62,Normal,0"
"2026-01-08 19:00:00,Maharashtra,Laterite,6.51,95.2,51.09,89.14,22.11,28.93,Moderate_Dry,0"
"2026-01-08 20:00:00,Karnataka,Black,7.97,118.56,54.44,56.34,20.21,38.04,Moderate_Dry,0"
"2026-01-08 21:00:00,Tamil Nadu,Laterite,8.31,81.42,46.35,27.47,14.78,24.35,Critical_Dry,1"
"2026-01-08 22:00:00,Karnataka,Alluvial,6.12,106.16,67.39,95.16,13.41,21.19,Critical_Dry,1"
"2026-01-08 23:00:00,Maharashtra,Black,6.53,57.32,71.63,32.55,20.53,31.32,Moderate_Dry,0"
"2026-01-09 00:00:00,Tamil Nadu,Laterite,8.39,56.73,69.48,41.55,9.54,30.23,Critical_Dry,1"
"2026-01-09 01:00:00,Gujarat,Alluvial,5.6,100.11,66.85,97.21,24.16,26.56,Normal,0"
"2026-01-09 02:00:00,Maharashtra,Red,7.67,104.65,22.79,92.92,30.26,33.91,Normal,0"
"2026-01-09 03:00:00,Karnataka,Red,5.4,132.44,51.57,41.69,42.84,20.28,Normal,0"
"2026-01-09 04:00:00,Punjab,Arid,7.23,46.98,50.75,113.8,31.16,32.93,Normal,0"
"2026-01-09 05:00:00,Uttar Pradesh,Black,5.51,76.19,46.96,37.6,31.09,23.08,Normal,0"
"2026-01-09 06:00:00,Karnataka,Red,8.03,50.06,43.66,119.33,21.85,21.09,Moderate_Dry,0"
"2026-01-09 07:00:00,Tamil Nadu,Black,6.75,29.61,16.24,92.48,12.93,39.83,Critical_Dry,1"
"2026-01-09 08:00:00,Maharashtra,Red,5.24,68.39,17.15,56.21,24.54,29.04,Normal,0"
"2026-01-09 09:00:00,Uttar Pradesh,Arid,5.4,64.89,73.16,28.69,30.15,36.32,Normal,0"
"2026-01-09 10:00:00,Maharashtra,Laterite,6.48,52.45,54.11,48.65,34.79,20.14,Normal,0"
"2026-01-09 11:00:00,Tamil Nadu,Arid,8.35,55.64,28.36,35.34,38.57,19.38,Normal,0"
"2026-01-09 12:00:00,Maharashtra,Alluvial,7.58,63.25,29.55,80.29,17.47,29.88,Moderate_Dry,0"
"2026-01-09 13:00:00,Punjab,Red,6.45,138.66,52.71,52.47,16.93,25.57,Moderate_Dry,0"
"2026-01-09 14:00:00,Uttar Pradesh,Alluvial,5.85,113.95,38.49,45.98,28.92,18.12,Normal,0"
"2026-01-09 15:00:00,Uttar Pradesh,Alluvial,6.7,28.57,40.89,94.5,28.94,22.4,Normal,0"
"2026-01-09 16:00:00,Tamil Nadu,Black,7.49,124.69,14.25,39.21,16.06,23.25,Moderate_Dry,0"
"2026-01-09 17:00:00,Punjab,Red,7.64,96.0,19.71,76.62,29.74,24.92,Normal,0"
"2026-01-09 18:00:00,Karnataka,Alluvial,5.8,126.87,37.53,35.43,20.8,39.06,Moderate_Dry,0"
"2026-01-09 19:00:00,Maharashtra,Laterite,7.38,61.01,58.98,90.05,31.65,28.09,Normal,0"
"2026-01-09 20:00:00,Gujarat,Alluvial,7.13,75.74,13.36,80.64,18.77,34.31,Moderate_Dry,0"
"2026-01-09 21:00:00,Maharashtra,Laterite,8.34,127.55,33.42,98.81,29.91,18.44,Normal,0"
"2026-01-09 22:00:00,Maharashtra,Black,8.22,52.71,58.66,22.19,36.43,37.53,Normal,0"
"2026-01-09 23:00:00,Karnataka,Alluvial,7.66,129.86,65.44,37.06,44.27,23.77,Normal,0"
"2026-01-10 00:00:00,Maharashtra,Arid,7.39,119.42,23.32,31.22,41.71,25.42,Normal,0"
"2026-01-10 01:00:00,Punjab,Black,5.6,137.67,61.2,35.01,26.63,19.09,Normal,0"
"2026-01-10 02:00:00,Punjab,Laterite,7.88,58.91,76.88,25.82,26.07,27.83,Normal,0"
"2026-01-10 03:00:00,Uttar Pradesh,Black,6.21,48.29,73.48,74.02,24.19,38.46,Normal,0"
"2026-01-10 04:00:00,Tamil Nadu,Alluvial,5.59,59.7,65.26,77.31,9.03,27.09,Critical_Dry,1"
"2026-01-10 05:00:00,Gujarat,Red,6.04,134.56,59.86,103.57,14.14,39.81,Critical_Dry,1"
"2026-01-10 06:00:00,Maharashtra,Red,7.84,59.97,26.46,58.86,10.19,38.82,Critical_Dry,1"
"2026-01-10 07:00:00,Maharashtra,Laterite,5.09,87.83,54.37,70.9,33.77,19.49,Normal,0"
"2026-01-10 08:00:00,Karnataka,Laterite,6.32,68.44,55.03,119.09,23.29,25.33,Normal,0"
"2026-01-10 09:00:00,Tamil Nadu,Red,6.47,67.55,38.48,70.84,10.36,39.85,Critical_Dry,1"
"2026-01-10 10:00:00,Punjab,Laterite,4.65,43.21,44.51,75.23,33.55,18.72,Normal,0"
"2026-01-10 11:00:00,Gujarat,Black,5.28,84.45,58.58,119.57,31.84,36.38,Normal,0"
"2026-01-10 12:00:00,Uttar Pradesh,Arid,7.81,121.93,76.65,119.38,34.64,39.75,Normal,0"
"2026-01-10 13:00:00,Punjab,Arid,7.82,25.94,30.67,59.52,30.19,36.49,Normal,0"
"2026-01-10 14:00:00,Tamil Nadu,Black,5.67,126.71,27.25,81.67,13.98,35.85,Critical_Dry,1"
"2026-01-10 15:00:00,Uttar Pradesh,Arid,8.0,99.86,52.13,65.48,10.27,38.24,Critical_Dry,1"
"2026-01-10 16:00:00,Karnataka,Alluvial,7.59,94.01,19.16,90.68,38.23,33.98,Normal,0"
"2026-01-10 17:00:00,Karnataka,Black,6.17,95.11,50.78,113.53,15.98,28.15,Moderate_Dry,0"
"2026-01-10 18:00:00,Maharashtra,Laterite,7.49,55.55,16.22,47.51,28.07,19.51,Normal,0"
"2026-01-10 19:00:00,Tamil Nadu,Black,8.35,69.82,44.34,100.98,25.95,36.91,Normal,0"
"2026-01-10 20:00:00,Gujarat,Red,6.34,115.91,53.43,83.76,42.08,39.73,Normal,0"
