timestamp,farm_id,water_storage,release_rate,remaining_capacity,status
2026-01-01 16:25:00,F0468,94.04,2.31,87.42,Healthy
2026-01-01 16:30:00,F0159,90.42,2.17,72.24,Healthy
2026-01-01 16:35:00,F0710,64.91,4.85,46.95,Low
2026-01-01 16:40:00,F0880,94.83,4.29,64.98,Critical
2026-01-01 16:45:00,F0778,82.56,1.72,38.0,Low
2026-01-01 16:50:00,F0647,88.11,0.37,87.24,Critical
2026-01-01 16:55:00,F0445,98.0,4.99,92.09,Healthy
2026-01-01 17:00:00,F0171,78.45,3.58,76.04,Critical
2026-01-01 17:05:00,F0058,52.67,0.34,29.95,Low
2026-01-01 17:10:00,F0422,51.52,2.27,35.85,Critical
2026-01-01 17:15:00,F0625,73.75,1.06,68.18,Low
2026-01-01 17:20:00,F0147,96.68,1.36,61.97,Healthy
2026-01-01 17:25:00,F0010,59.87,1.42,46.11,Low
2026-01-01 17:30:00,F0453,91.68,3.45,90.12,Low
2026-01-01 17:35:00,F0707,99.95,1.64,98.77,Low
2026-01-01 17:40:00,F0874,99.97,1.65,45.68,Low
2026-01-01 17:45:00,F0303,42.74,2.03,10.67,Critical
2026-01-01 17:50:00,F0282,75.91,4.89,29.52,Healthy
2026-01-01 17:55:00,F0051,88.92,3.49,56.59,Critical
2026-01-01 18:00:00,F0795,97.53,4.2,74.52,Healthy
2026-01-01 18:05:00,F0636,85.72,1.89,60.71,Low
2026-01-01 18:10:00,F0859,89.02,3.66,67.78,Healthy
2026-01-01 18:15:00,F0317,86.85,4.54,62.82,Low
2026-01-01 18:20:00,F0932,16.04,1.95,3.34,Low
2026-01-01 18:25:00,F0806,46.19,2.19,32.67,Critical
2026-01-01 18:30:00,F0280,93.85,1.96,87.65,Healthy
2026-01-01 18:35:00,F0826,61.5,4.16,25.7,Low
2026-01-01 18:40:00,F0987,77.58,1.83,74.66,Healthy
2026-01-01 18:45:00,F0742,87.98,4.84,14.08,Critical
2026-01-01 18:50:00,F0375,99.61,4.84,97.99,Healthy
2026-01-01 18:55:00,F0466,90.3,0.27,79.07,Low
2026-01-01 19:00:00,F0843,86.41,3.43,67.28,Critical
2026-01-01 19:05:00,F0026,95.43,0.72,94.03,Critical
2026-01-01 19:10:00,F0227,99.02,2.89,88.42,Critical
2026-01-01 19:15:00,F0310,91.51,4.15,6.32,Critical
2026-01-01 19:20:00,F0312,96.82,0.87,40.83,Low
2026-01-01 19:25:00,F0398,59.12,1.33,11.61,Low
2026-01-01 19:30:00,F0554,80.91,4.76,37.1,Low
2026-01-01 19:35:00,F0671,95.27,3.69,58.73,Healthy
2026-01-01 19:40:00,F0287,98.99,3.16,83.37,Healthy
2026-01-01 19:45:00,F0242,82.8,1.24,69.03,Low
2026-01-01 19:50:00,F0661,58.97,3.49,9.94,Low
2026-01-01 19:55:00,F0972,97.01,1.52,6.06,Low
2026-01-01 20:00:00,F0995,67.26,1.22,9.17,Healthy
2026-01-01 20:05:00,F0806,98.94,1.8,5.06,Critical
2026-01-01 20:10:00,F0601,64.57,4.18,20.52,Healthy
2026-01-01 20:15:00,F0808,95.78,1.32,81.31,Critical
2026-01-01 20:20:00,F0134,14.71,4.32,0.28,Critical
2026-01-01 20:25:00,F0027,74.6,1.04,25.07,Healthy
2026-01-01 20:30:00,F0332,24.93,3.99,1.49,Healthy
2026-01-01 20:35:00,F0539,78.67,0.45,17.42,Healthy
2026-01-01 20:40:00,F0526,94.35,2.49,74.57,Critical
2026-01-01 20:45:00,F0045,95.14,2.62,10.91,Critical
2026-01-01 20:50:00,F0470,89.63,4.36,78.32,Critical
2026-01-01 20:55:00,F0412,98.12,0.49,96.4,Low
2026-01-01 21:00:00,F0076,97.17,2.55,68.61,Healthy
2026-01-01 21:05:00,F0640,40.76,0.91,32.21,Critical
2026-01-01 21:10:00,F0612,74.33,3.62,58.54,Critical
2026-01-01 21:15:00,F0813,59.82,2.63,29.49,Critical
2026-01-01 21:20:00,F0565,89.17,3.34,11.44,Critical
2026-01-01 21:25:00,F0424,98.49,2.26,86.55,Low
2026-01-01 21:30:00,F0321,95.33,2.11,82.74,Low
2026-01-01 21:35:00,F0704,96.81,1.42,31.25,Low
2026-01-01 21:40:00,F0099,15.41,4.19,6.71,Critical
2026-01-01 21:45:00,F0601,88.41,4.1,73.88,Critical
2026-01-01 21:50:00,F0895,74.18,3.42,56.17,Critical
2026-01-01 21:55:00,F0053,99.5,2.23,94.11,Low
2026-01-01 22:00:00,F0218,83.13,1.89,60.04,Healthy
2026-01-01 22:05:00,F0866,69.39,1.28,65.67,Critical
2026-01-01 22:10:00,F0827,73.07,3.86,36.76,Low
2026-01-01 22:15:00,F0629,97.19,4.88,84.52,Critical
2026-01-01 22:20:00,F0850,97.47,0.33,64.27,Critical
2026-01-01 22:25:00,F0317,78.22,1.07,26.74,Low
2026-01-01 22:30:00,F0674,44.4,1.07,35.1,Low
2026-01-01 22:35:00,F0094,97.38,3.76,6.96,Critical
2026-01-01 22:40:00,F0162,74.35,2.01,53.05,Low
2026-01-01 22:45:00,F0611,95.97,1.76,31.16,Healthy
2026-01-01 22:50:00,F0051,97.13,0.95,88.33,Critical
2026-01-01 22:55:00,F0622,47.1,2.33,8.16,Low
2026-01-01 23:00:00,F0354,71.43,1.23,41.42,Low
2026-01-01 23:05:00,F0540,63.83,3.46,11.09,Critical
2026-01-01 23:10:00,F0057,98.92,1.26,30.84,Healthy
2026-01-01 23:15:00,F0783,81.49,4.74,20.44,Low
2026-01-01 23:20:00,F0441,64.28,0.78,28.94,Healthy
2026-01-01 23:25:00,F0573,32.96,2.76,12.92,Critical
2026-01-01 23:30:00,F0044,97.32,0.55,80.62,Low
2026-01-01 23:35:00,F0590,86.47,4.62,1.87,Low
2026-01-01 23:40:00,F0118,75.16,3.61,57.34,Low
2026-01-01 23:45:00,F0633,80.55,1.76,2.09,Low
2026-01-01 23:50:00,F0865,84.68,4.61,83.2,Healthy
2026-01-01 23:55:00,F0406,63.98,3.03,24.33,Low
2026-01-02 00:00:00,F0079,94.39,1.26,74.58,Critical
2026-01-02 00:05:00,F0795,70.43,2.75,63.32,Low
2026-01-02 00:10:00,F0152,76.99,4.8,35.11,Healthy
2026-01-02 00:15:00,F0157,25.85,1.43,10.28,Critical
2026-01-02 00:20:00,F0476,65.6,4.77,7.54,Critical
2026-01-02 00:25:00,F0579,98.18,2.35,75.99,Critical
2026-01-02 00:30:00,F0643,95.05,3.2,63.53,Low
2026-01-02 00:35:00,F0311,52.64,0.53,15.1,Low
2026-01-02 00:40:00,F0473,62.17,1.89,59.14,Low
2026-01-02 00:45:00,F0661,31.39,1.97,3.76,Healthy
2026-01-02 00:50:00,F0568,79.31,2.63,61.5,Critical
2026-01-02 00:55:00,F0668,98.02,2.36,89.59,Healthy
2026-01-02 01:00:00,F0064,42.39,2.48,32.15,Low
2026-01-02 01:05:00,F0732,41.14,4.52,10.35,Healthy
2026-01-02 01:10:00,F0449,62.73,1.03,50.45,Low
2026-01-02 01:15:00,F0940,69.73,3.13,52.41,Low
2026-01-02 01:20:00,F0054,80.33,3.92,38.74,Critical
2026-01-02 01:25:00,F0695,68.06,0.52,64.73,Low
2026-01-02 01:30:00,F0929,75.41,3.67,28.41,Critical
2026-01-02 01:35:00,F0145,94.71,1.8,87.33,Low
2026-01-02 01:40:00,F0133,76.69,3.35,31.02,Critical
2026-01-02 01:45:00,F0659,87.16,0.61,70.88,Low
2026-01-02 01:50:00,F0757,96.8,3.42,81.32,Critical
2026-01-02 01:55:00,F0521,97.11,0.65,91.24,Low
2026-01-02 02:00:00,F0350,95.21,1.68,1.82,Low
2026-01-02 02:05:00,F0303,31.72,5.0,19.2,Healthy
2026-01-02 02:10:00,F0540,87.13,2.79,50.77,Healthy
2026-01-02 02:15:00,F0612,87.09,4.41,66.19,Low
2026-01-02 02:20:00,F0640,74.02,1.07,15.43,Healthy
2026-01-02 02:25:00,F0737,82.28,0.41,72.12,Healthy
2026-01-02 02:30:00,F0803,99.25,3.13,96.96,Low
2026-01-02 02:35:00,F0804,97.36,1.35,23.4,Low
2026-01-02 02:40:00,F0585,96.91,1.13,90.4,Low
2026-01-02 02:45:00,F0541,66.73,1.55,46.17,Low
2026-01-02 02:50:00,F0142,99.33,4.12,96.63,Low
2026-01-02 02:55:00,F0957,40.4,2.51,5.22,Healthy
2026-01-02 03:00:00,F0086,74.74,2.68,71.14,Healthy
2026-01-02 03:05:00,F0448,38.0,4.55,27.28,Healthy
2026-01-02 03:10:00,F0358,97.06,1.27,94.64,Healthy
2026-01-02 03:15:00,F0396,63.37,2.1,41.49,Healthy
2026-01-02 03:20:00,F0860,95.68,0.34,37.49,Critical
2026-01-02 03:25:00,F0294,69.82,4.0,65.0,Low
2026-01-02 03:30:00,F0460,91.05,0.87,69.61,Critical
2026-01-02 03:35:00,F0856,25.99,0.58,0.53,Healthy
2026-01-02 03:40:00,F0114,78.69,3.69,54.88,Low
2026-01-02 03:45:00,F0655,41.94,0.78,23.76,Critical
2026-01-02 03:50:00,F0612,94.85,0.73,45.71,Critical
2026-01-02 03:55:00,F0148,25.44,2.67,1.64,Low
2026-01-02 04:00:00,F0427,56.65,3.15,42.92,Healthy
2026-01-02 04:05:00,F0070,99.15,0.61,66.44,Critical
2026-01-02 04:10:00,F0021,77.55,3.97,54.41,Low
2026-01-02 04:15:00,F0383,92.23,0.41,87.33,Low
2026-01-02 04:20:00,F0247,76.44,1.91,74.73,Critical
2026-01-02 04:25:00,F0775,85.66,0.7,65.71,Low
2026-01-02 04:30:00,F0659,42.68,1.89,13.34,Healthy
2026-01-02 04:35:00,F0491,99.67,3.49,83.04,Critical
2026-01-02 04:40:00,F0967,76.78,0.85,18.23,Low
2026-01-02 04:45:00,F0908,79.88,1.17,3.7,Healthy
2026-01-02 04:50:00,F0835,58.81,1.69,31.56,Critical
2026-01-02 04:55:00,F0293,81.41,0.38,47.34,Low
2026-01-02 05:00:00,F0280,95.25,0.43,86.21,Healthy
2026-01-02 05:05:00,F0451,87.96,2.3,79.93,Low
2026-01-02 05:10:00,F0377,79.65,1.1,33.9,Critical
2026-01-02 05:15:00,F0441,57.8,0.6,26.67,Critical
2026-01-02 05:20:00,F0106,99.65,1.07,99.51,Healthy
2026-01-02 05:25:00,F0735,62.76,1.62,32.79,Low
2026-01-02 05:30:00,F0745,53.92,2.33,16.66,Low
2026-01-02 05:35:00,F0811,86.12,2.29,61.49,Healthy
2026-01-02 05:40:00,F0821,41.11,3.26,7.5,Critical
2026-01-02 05:45:00,F0623,72.52,4.77,67.94,Critical
2026-01-02 05:50:00,F0798,79.6,0.37,78.13,Critical
2026-01-02 05:55:00,F0620,72.58,2.04,36.63,Healthy
2026-01-02 06:00:00,F0782,79.85,4.75,67.91,Healthy
2026-01-02 06:05:00,F0666,74.35,2.74,57.39,Low
2026-01-02 06:10:00,F0512,80.17,0.74,24.96,Critical
2026-01-02 06:15:00,F0267,54.75,2.9,38.7,Critical
2026-01-02 06:20:00,F0939,60.44,4.98,44.63,Low
2026-01-02 06:25:00,F0177,25.94,0.85,20.02,Critical
2026-01-02 06:30:00,F0866,82.35,0.62,44.51,Low
2026-01-02 06:35:00,F0298,85.05,3.61,66.78,Low
2026-01-02 06:40:00,F0654,98.92,3.62,85.14,Healthy
2026-01-02 06:45:00,F0206,81.87,2.64,79.37,Healthy
2026-01-02 06:50:00,F0587,51.22,2.57,23.67,Low
2026-01-02 06:55:00,F0906,53.65,4.92,46.74,Healthy
2026-01-02 07:00:00,F0491,73.55,2.11,6.57,Critical
2026-01-02 07:05:00,F0129,74.95,2.17,41.08,Low
2026-01-02 07:10:00,F0353,88.56,2.36,64.23,Healthy
2026-01-02 07:15:00,F0187,95.61,3.95,87.8,Healthy
2026-01-02 07:20:00,F0128,46.4,4.57,43.26,Critical
2026-01-02 07:25:00,F0727,42.63,0.99,15.3,Healthy
2026-01-02 07:30:00,F0867,93.13,4.72,34.6,Healthy
2026-01-02 07:35:00,F0129,66.34,3.25,25.06,Critical
2026-01-02 07:40:00,F0173,65.32,2.76,30.28,Critical
2026-01-02 07:45:00,F0738,98.01,0.94,94.16,Critical
2026-01-02 07:50:00,F0885,36.49,4.63,33.76,Healthy
2026-01-02 07:55:00,F0272,78.96,4.75,8.12,Critical
2026-01-02 08:00:00,F0032,69.86,2.95,21.08,Low
2026-01-02 08:05:00,F0310,96.03,2.82,88.9,Low
2026-01-02 08:10:00,F0465,55.15,4.08,24.49,Healthy
2026-01-02 08:15:00,F0476,81.8,0.96,68.86,Healthy
2026-01-02 08:20:00,F0327,90.86,0.89,34.02,Critical
2026-01-02 08:25:00,F0779,99.28,1.86,98.8,Low
2026-01-02 08:30:00,F0126,63.22,0.71,51.5,Low
2026-01-02 08:35:00,F0969,47.75,0.88,44.96,Low
2026-01-02 08:40:00,F0924,99.49,2.21,86.42,Healthy
2026-01-02 08:45:00,F0195,94.8,4.68,81.35,Healthy
2026-01-02 08:50:00,F0316,74.85,2.67,49.83,Low
2026-01-02 08:55:00,F0990,51.69,4.74,2.32,Healthy
2026-01-02 09:00:00,F0507,25.48,1.89,21.51,Critical
2026-01-02 09:05:00,F0550,93.77,3.34,88.23,Healthy
2026-01-02 09:10:00,F0745,98.2,2.27,84.72,Low
2026-01-02 09:15:00,F0584,85.85,1.96,76.39,Critical
2026-01-02 09:20:00,F0517,25.39,2.86,19.47,Low
2026-01-02 09:25:00,F0697,99.74,1.54,76.44,Critical
2026-01-02 09:30:00,F0814,46.59,4.88,11.88,Low
2026-01-02 09:35:00,F0617,62.16,1.95,55.78,Critical
2026-01-02 09:40:00,F0731,42.47,0.39,40.14,Low
2026-01-02 09:45:00,F0915,83.32,2.69,80.4,Critical
2026-01-02 09:50:00,F0403,41.38,4.67,13.98,Critical
2026-01-02 09:55:00,F0849,82.7,1.64,73.93,Critical
2026-01-02 10:00:00,F0836,67.25,3.6,53.23,Healthy
2026-01-02 10:05:00,F0598,98.73,3.43,36.84,Low
2026-01-02 10:10:00,F0028,93.66,3.68,79.68,Critical
2026-01-02 10:15:00,F0795,88.59,4.84,47.46,Critical
2026-01-02 10:20:00,F0175,82.41,3.66,57.76,Critical
2026-01-02 10:25:00,F0152,94.11,3.17,62.9,Critical
2026-01-02 10:30:00,F0196,77.31,2.95,24.22,Healthy
2026-01-02 10:35:00,F0209,67.18,2.21,44.1,Low
2026-01-02 10:40:00,F0869,73.68,3.14,50.18,Critical
2026-01-02 10:45:00,F0575,86.88,3.59,72.74,Low
2026-01-02 10:50:00,F0980,99.88,2.5,99.81,Healthy
2026-01-02 10:55:00,F0693,75.49,2.76,45.97,Critical
2026-01-02 11:00:00,F0496,76.51,4.06,68.07,Healthy
2026-01-02 11:05:00,F0965,97.0,1.54,95.73,Low
2026-01-02 11:10:00,F0501,92.91,3.58,77.12,Low
