timestamp,farm_id,temperature,humidity,soil_moisture,soil_temperature,light_intensity,battery_level
2026-01-01 03:25:00,F0637,41.96,94.75,20.49,19.9,35760,30.6
2026-01-01 03:30:00,F0358,39.14,87.15,42.71,18.63,72200,76.28
2026-01-01 03:35:00,F0627,41.61,82.46,54.67,30.36,73692,43.95
2026-01-01 03:40:00,F0680,20.49,87.08,34.83,35.46,98310,64.26
2026-01-01 03:45:00,F0279,24.76,43.69,40.72,30.81,35600,60.43
2026-01-01 03:50:00,F0258,39.73,85.0,21.92,24.74,37265,23.53
2026-01-01 03:55:00,F0342,36.51,71.41,34.65,32.05,73309,76.45
2026-01-01 04:00:00,F0575,18.23,34.89,81.23,35.79,72511,22.88
2026-01-01 04:05:00,F0379,31.98,39.63,24.56,22.09,6229,91.91
2026-01-01 04:10:00,F0216,34.37,73.35,41.53,27.88,54264,97.91
2026-01-01 04:15:00,F0768,21.71,90.44,79.85,37.45,24206,90.51
2026-01-01 04:20:00,F0026,22.3,90.09,73.68,24.47,88806,89.13
2026-01-01 04:25:00,F0831,23.96,40.35,67.6,23.8,6075,88.69
2026-01-01 04:30:00,F0228,22.79,89.7,41.22,33.87,30831,37.83
2026-01-01 04:35:00,F0676,22.64,51.34,79.83,37.24,37585,48.09
2026-01-01 04:40:00,F0522,27.59,93.77,55.22,36.6,16118,90.16
2026-01-01 04:45:00,F0268,22.29,92.56,34.91,17.49,57959,47.65
2026-01-01 04:50:00,F0806,25.53,69.4,53.36,23.86,76574,35.21
2026-01-01 04:55:00,F0046,35.01,30.11,84.42,27.38,95297,95.22
2026-01-01 05:00:00,F0755,34.1,53.67,20.25,30.28,44279,69.85
2026-01-01 05:05:00,F0680,38.35,76.78,37.52,22.11,54528,46.09
2026-01-01 05:10:00,F0714,25.1,38.27,46.53,36.63,89777,79.85
2026-01-01 05:15:00,F0179,32.77,49.56,56.1,15.01,38606,36.81
2026-01-01 05:20:00,F0805,31.92,72.56,49.87,25.17,29010,60.89
2026-01-01 05:25:00,F0813,39.63,81.74,27.73,16.95,68561,73.11
2026-01-01 05:30:00,F0635,26.04,83.2,71.34,30.47,30444,84.53
2026-01-01 05:35:00,F0151,18.59,45.91,50.64,34.54,10545,56.43
2026-01-01 05:40:00,F0908,33.11,42.64,67.23,26.37,32979,31.81
2026-01-01 05:45:00,F0705,18.13,78.81,72.75,17.45,56724,37.51
2026-01-01 05:50:00,F0824,40.99,63.67,18.77,20.73,16906,56.52
2026-01-01 05:55:00,F0821,29.15,64.52,56.92,22.3,99992,91.31
2026-01-01 06:00:00,F0628,37.56,87.98,47.01,35.86,59446,91.78
2026-01-01 06:05:00,F0762,38.68,59.25,71.38,34.32,37347,81.27
2026-01-01 06:10:00,F0534,29.63,45.55,47.99,31.41,31735,41.74
2026-01-01 06:15:00,F0328,39.43,35.24,26.31,23.81,21028,76.51
2026-01-01 06:20:00,F0066,27.96,51.51,49.94,16.43,56069,51.16
2026-01-01 06:25:00,F0789,32.02,75.21,79.25,32.61,50857,58.16
2026-01-01 06:30:00,F0966,26.44,78.98,79.01,36.93,55921,63.06
2026-01-01 06:35:00,F0753,31.11,69.21,31.54,20.05,58125,58.85
2026-01-01 06:40:00,F0399,26.07,74.14,45.32,18.8,62261,93.56
2026-01-01 06:45:00,F0638,30.82,88.95,59.39,30.25,12003,71.42
2026-01-01 06:50:00,F0139,38.8,41.81,34.51,22.53,60598,46.15
2026-01-01 06:55:00,F0780,39.11,48.09,86.34,24.7,11735,57.62
2026-01-01 07:00:00,F0768,30.95,94.99,41.25,29.95,86426,23.22
2026-01-01 07:05:00,F0032,40.79,42.96,16.53,18.5,17544,57.88
2026-01-01 07:10:00,F0118,31.54,44.17,67.46,32.64,22992,68.47
2026-01-01 07:15:00,F0987,35.95,37.44,76.45,37.19,15168,66.29
2026-01-01 07:20:00,F0952,25.49,74.03,86.86,24.12,94718,35.87
2026-01-01 07:25:00,F0607,34.57,70.77,22.64,32.77,90687,68.03
2026-01-01 07:30:00,F0124,37.11,66.79,18.08,27.25,87706,49.65
2026-01-01 07:35:00,F0519,33.54,30.82,46.5,26.27,57822,96.86
2026-01-01 07:40:00,F0651,39.4,59.88,26.47,19.05,69386,97.24
2026-01-01 07:45:00,F0277,32.78,89.78,73.1,25.69,96817,67.4
2026-01-01 07:50:00,F0331,38.44,84.0,21.5,35.28,32963,80.04
2026-01-01 07:55:00,F0584,32.65,54.63,17.15,34.57,24834,59.0
2026-01-01 08:00:00,F0364,37.15,52.12,81.02,31.13,37211,64.46
2026-01-01 08:05:00,F0530,40.75,35.56,69.01,26.24,32499,75.25
2026-01-01 08:10:00,F0662,35.08,59.13,16.29,21.77,54005,75.34
2026-01-01 08:15:00,F0314,33.94,53.99,56.51,22.91,98771,64.03
2026-01-01 08:20:00,F0361,34.87,47.61,33.86,17.78,26242,45.24
2026-01-01 08:25:00,F0761,30.86,79.54,28.89,19.98,64464,42.12
2026-01-01 08:30:00,F0604,41.44,64.1,36.22,17.31,26443,43.7
2026-01-01 08:35:00,F0370,22.31,30.92,55.06,21.31,8146,64.27
2026-01-01 08:40:00,F0715,40.66,71.46,71.46,17.36,2607,65.93
2026-01-01 08:45:00,F0481,29.49,52.15,87.41,20.81,63616,29.13
2026-01-01 08:50:00,F0067,27.62,34.82,62.21,16.23,20555,84.89
2026-01-01 08:55:00,F0972,25.29,94.6,23.88,32.58,80471,67.69
2026-01-01 09:00:00,F0634,23.42,63.97,48.79,25.18,78139,99.2
2026-01-01 09:05:00,F0313,31.65,33.91,87.01,17.28,28235,70.04
2026-01-01 09:10:00,F0271,33.85,40.21,28.04,16.73,1350,52.68
2026-01-01 09:15:00,F0706,32.25,48.93,32.36,31.26,93141,88.77
2026-01-01 09:20:00,F0073,34.5,90.05,74.09,29.38,87662,84.31
2026-01-01 09:25:00,F0203,28.2,65.4,63.57,35.89,19643,25.71
2026-01-01 09:30:00,F0170,37.02,68.68,76.82,36.19,58560,29.95
2026-01-01 09:35:00,F0706,25.3,56.16,35.42,27.42,58377,26.44
2026-01-01 09:40:00,F0041,39.35,77.74,60.28,15.59,31005,96.95
2026-01-01 09:45:00,F0857,38.65,68.16,16.56,32.59,36325,66.1
2026-01-01 09:50:00,F0782,36.15,60.58,63.86,36.07,24788,99.76
2026-01-01 09:55:00,F0447,33.23,61.96,21.84,23.0,44687,45.68
2026-01-01 10:00:00,F0108,38.59,51.44,67.03,21.63,53488,85.09
2026-01-01 10:05:00,F0564,18.88,35.72,33.93,17.67,53976,89.19
2026-01-01 10:10:00,F0845,41.71,72.75,55.69,24.5,25586,61.48
2026-01-01 10:15:00,F0638,36.15,70.65,72.0,19.68,72987,30.48
2026-01-01 10:20:00,F0295,28.51,75.39,24.11,37.38,80806,83.95
2026-01-01 10:25:00,F0727,21.8,65.8,56.42,17.14,15871,56.92
2026-01-01 10:30:00,F0121,33.55,40.01,84.95,21.71,93459,41.87
2026-01-01 10:35:00,F0855,29.58,60.69,49.26,18.33,25983,93.75
2026-01-01 10:40:00,F0521,35.91,38.87,20.24,32.77,55387,47.19
2026-01-01 10:45:00,F0807,30.19,83.34,36.21,21.87,77931,66.39
2026-01-01 10:50:00,F0676,29.75,39.66,55.39,22.94,73340,81.03
2026-01-01 10:55:00,F0387,28.93,50.92,29.15,31.04,75946,50.64
2026-01-01 11:00:00,F0877,36.61,32.84,70.85,31.22,50968,50.89
2026-01-01 11:05:00,F0680,37.02,72.38,26.41,37.19,17547,60.18
2026-01-01 11:10:00,F0605,25.97,36.52,78.38,17.29,60890,21.23
2026-01-01 11:15:00,F0148,27.84,72.56,26.58,25.8,35737,47.08
2026-01-01 11:20:00,F0710,27.54,35.22,39.64,30.51,70942,50.4
2026-01-01 11:25:00,F0325,33.04,87.68,51.6,27.44,81931,25.47
2026-01-01 11:30:00,F0647,34.43,48.68,32.06,17.08,13903,80.83
2026-01-01 11:35:00,F0721,38.94,58.84,67.05,35.78,7028,45.95
2026-01-01 11:40:00,F0058,25.04,54.36,25.92,27.22,75177,74.54
2026-01-01 11:45:00,F0185,22.08,35.13,80.31,29.25,32566,59.81
2026-01-01 11:50:00,F0598,21.43,59.97,34.05,20.87,2231,91.91
2026-01-01 11:55:00,F0477,39.63,74.04,26.85,25.16,46293,99.01
2026-01-01 12:00:00,F0307,33.33,57.58,33.76,34.44,27111,99.95
2026-01-01 12:05:00,F0874,29.6,45.42,57.89,28.22,92655,43.62
2026-01-01 12:10:00,F0850,33.8,47.84,57.44,30.77,98605,97.89
2026-01-01 12:15:00,F0933,32.55,62.29,82.81,21.58,31162,68.57
2026-01-01 12:20:00,F0361,23.26,42.36,33.8,32.38,87400,74.47
2026-01-01 12:25:00,F0141,33.08,88.72,63.48,22.11,58779,22.67
2026-01-01 12:30:00,F0374,35.58,35.86,37.13,32.19,24021,36.06
2026-01-01 12:35:00,F0806,30.95,93.15,54.81,36.01,22567,40.56
2026-01-01 12:40:00,F0845,40.66,92.88,37.14,35.02,16095,57.47
2026-01-01 12:45:00,F0078,21.38,92.82,79.51,31.66,53089,97.38
2026-01-01 12:50:00,F0824,31.38,35.87,44.59,21.08,17199,56.38
2026-01-01 12:55:00,F0689,35.98,47.04,43.58,29.69,49689,28.67
2026-01-01 13:00:00,F0240,29.32,70.27,85.74,22.54,80964,37.71
2026-01-01 13:05:00,F0065,33.25,60.18,67.58,29.93,16292,31.18
2026-01-01 13:10:00,F0969,18.89,94.74,23.71,20.4,71457,30.85
2026-01-01 13:15:00,F0465,26.9,91.71,67.24,27.42,77983,79.38
2026-01-01 13:20:00,F0159,39.25,72.57,77.53,29.16,37666,22.62
2026-01-01 13:25:00,F0380,23.21,58.91,32.71,23.34,90873,49.39
2026-01-01 13:30:00,F0924,41.47,53.31,44.86,19.37,17011,95.92
2026-01-01 13:35:00,F0844,28.91,73.08,63.13,28.73,3799,24.05
2026-01-01 13:40:00,F0342,23.85,38.19,57.34,16.58,73641,36.57
2026-01-01 13:45:00,F0222,37.51,45.14,73.08,33.14,79116,20.23
2026-01-01 13:50:00,F0880,41.62,94.19,55.52,33.37,15408,72.88
2026-01-01 13:55:00,F0027,21.16,53.29,74.13,28.54,3068,33.94
2026-01-01 14:00:00,F0054,21.04,57.36,23.52,16.46,59756,82.24
2026-01-01 14:05:00,F0526,32.25,59.38,31.62,29.15,96321,82.66
2026-01-01 14:10:00,F0888,33.81,49.61,63.25,15.72,63781,87.78
2026-01-01 14:15:00,F0437,34.47,61.87,83.23,16.69,11589,45.77
2026-01-01 14:20:00,F0152,19.58,47.88,62.48,27.61,43622,50.47
2026-01-01 14:25:00,F0612,30.73,59.49,60.41,17.28,92983,29.15
2026-01-01 14:30:00,F0671,33.62,79.98,69.06,19.95,60186,91.05
2026-01-01 14:35:00,F0424,26.13,59.48,46.2,17.19,56936,45.0
2026-01-01 14:40:00,F0262,26.98,39.92,84.22,16.54,12188,27.46
2026-01-01 14:45:00,F0099,35.87,54.22,24.76,16.38,74608,64.93
2026-01-01 14:50:00,F0687,20.93,52.98,64.9,32.26,95510,24.12
2026-01-01 14:55:00,F0295,32.41,52.86,58.34,19.89,87079,58.58
2026-01-01 15:00:00,F0868,20.6,84.95,42.57,32.54,76248,38.09
2026-01-01 15:05:00,F0440,38.28,93.35,76.38,29.11,85239,64.54
2026-01-01 15:10:00,F0624,40.3,83.91,35.06,19.15,93104,80.99
2026-01-01 15:15:00,F0944,26.16,30.4,80.24,28.03,53531,25.57
2026-01-01 15:20:00,F0759,33.2,31.99,70.96,19.95,56028,56.29
2026-01-01 15:25:00,F0162,26.88,76.9,73.26,28.05,12135,90.67
2026-01-01 15:30:00,F0160,21.78,70.16,65.55,21.26,87761,53.92
2026-01-01 15:35:00,F0622,28.61,47.76,71.62,17.62,57349,28.87
2026-01-01 15:40:00,F0695,34.28,61.63,65.03,16.04,52807,98.76
2026-01-01 15:45:00,F0057,18.18,49.59,30.84,18.16,34491,43.16
2026-01-01 15:50:00,F0123,18.19,78.56,28.18,23.74,93231,38.41
2026-01-01 15:55:00,F0573,38.0,82.4,20.41,34.82,6544,54.9
2026-01-01 16:00:00,F0471,40.11,86.04,58.18,28.19,93995,71.21
2026-01-01 16:05:00,F0297,20.76,31.36,39.36,33.43,82018,56.81
2026-01-01 16:10:00,F0707,40.07,35.73,78.34,20.6,78184,52.04
2026-01-01 16:15:00,F0081,27.5,50.17,40.46,22.66,23037,26.11
2026-01-01 16:20:00,F0649,20.74,63.15,82.94,23.04,96339,96.66
2026-01-01 16:25:00,F0661,37.56,45.36,25.98,19.54,79957,32.23
2026-01-01 16:30:00,F0778,33.73,41.51,72.96,26.36,99886,65.1
2026-01-01 16:35:00,F0594,28.77,90.07,57.34,29.61,82857,45.86
2026-01-01 16:40:00,F0995,33.05,39.81,20.12,25.17,40691,83.71
2026-01-01 16:45:00,F0606,19.35,62.98,38.28,25.39,8456,49.5
2026-01-01 16:50:00,F0294,19.84,86.18,79.15,29.15,67462,50.76
2026-01-01 16:55:00,F0595,31.3,81.47,82.19,25.34,75928,72.15
2026-01-01 17:00:00,F0330,32.52,62.59,86.83,25.36,46015,98.59
2026-01-01 17:05:00,F0087,30.11,41.22,33.58,25.07,58595,61.93
2026-01-01 17:10:00,F0625,21.81,54.24,36.22,24.4,45350,74.31
2026-01-01 17:15:00,F0054,36.94,72.07,19.94,17.17,89916,50.93
2026-01-01 17:20:00,F0259,35.37,72.68,82.98,35.09,44694,26.52
2026-01-01 17:25:00,F0680,21.39,52.74,87.58,31.07,52374,30.32
2026-01-01 17:30:00,F0726,40.51,50.12,43.25,33.21,17750,73.61
2026-01-01 17:35:00,F0849,40.73,94.82,83.43,17.15,88878,53.87
2026-01-01 17:40:00,F0371,18.44,50.08,86.34,22.86,64736,35.36
2026-01-01 17:45:00,F0141,21.72,49.23,74.11,26.68,71748,86.81
2026-01-01 17:50:00,F0905,30.64,73.03,80.73,29.21,79282,50.14
2026-01-01 17:55:00,F0167,22.34,75.03,61.86,35.76,95526,55.01
2026-01-01 18:00:00,F0421,26.74,76.77,87.72,29.04,99617,79.88
2026-01-01 18:05:00,F0460,23.62,45.55,87.42,33.04,26430,49.43
2026-01-01 18:10:00,F0970,31.69,58.64,72.71,32.9,66916,62.2
2026-01-01 18:15:00,F0990,21.89,42.98,60.35,35.08,7839,71.29
2026-01-01 18:20:00,F0896,26.91,90.73,68.36,26.87,17341,42.81
2026-01-01 18:25:00,F0782,21.85,59.21,53.5,34.11,13021,95.71
2026-01-01 18:30:00,F0228,37.6,87.5,84.79,24.54,52964,60.16
2026-01-01 18:35:00,F0242,27.27,35.3,31.84,22.33,13987,87.13
2026-01-01 18:40:00,F0666,26.05,39.49,17.87,36.1,62925,75.69
2026-01-01 18:45:00,F0143,36.21,60.49,61.15,35.83,3490,40.47
2026-01-01 18:50:00,F0856,21.59,91.11,60.67,24.73,38762,39.01
2026-01-01 18:55:00,F0125,19.15,57.29,74.54,25.51,15530,86.94
2026-01-01 19:00:00,F0512,32.32,31.07,53.65,20.56,19818,43.3
2026-01-01 19:05:00,F0002,32.76,45.64,46.24,30.28,12221,61.88
2026-01-01 19:10:00,F0370,19.62,64.19,53.05,37.73,73633,21.63
2026-01-01 19:15:00,F0895,29.28,71.32,88.58,20.83,3128,48.57
2026-01-01 19:20:00,F0070,26.28,77.64,62.12,32.74,97362,80.53
2026-01-01 19:25:00,F0137,19.06,65.49,76.01,19.03,90742,57.17
2026-01-01 19:30:00,F0713,29.48,41.85,25.11,31.47,60988,22.96
2026-01-01 19:35:00,F0207,19.05,42.97,18.14,36.47,68552,51.86
2026-01-01 19:40:00,F0835,31.03,46.47,71.5,19.4,47789,88.97
2026-01-01 19:45:00,F0049,38.78,51.58,24.34,23.46,53431,79.46
2026-01-01 19:50:00,F0917,40.96,52.04,29.01,30.92,49148,93.94
2026-01-01 19:55:00,F0532,24.4,35.37,46.84,24.9,24652,63.64
2026-01-01 20:00:00,F0329,20.46,51.31,37.17,25.26,95065,54.09
2026-01-01 20:05:00,F0707,28.65,59.06,69.51,35.97,81589,99.85
2026-01-01 20:10:00,F0282,33.35,81.45,19.3,30.44,54242,49.06
2026-01-01 20:15:00,F0821,36.0,40.4,17.34,34.52,89878,82.5
2026-01-01 20:20:00,F0036,21.03,45.34,63.39,23.33,75349,22.59
2026-01-01 20:25:00,F0158,34.3,91.67,42.9,32.55,76225,31.02
2026-01-01 20:30:00,F0376,27.55,72.22,33.72,17.61,97426,34.88
2026-01-01 20:35:00,F0531,27.29,66.51,34.63,20.99,59493,37.17
2026-01-01 20:40:00,F0627,24.85,89.57,51.84,17.82,10706,56.16
2026-01-01 20:45:00,F0921,35.12,94.82,75.79,37.25,42889,73.43
2026-01-01 20:50:00,F0727,19.56,65.24,81.85,34.58,94298,76.77
2026-01-01 20:55:00,F0718,33.3,81.59,53.16,17.79,27342,83.37
2026-01-01 21:00:00,F0243,36.97,31.71,56.55,23.48,73305,30.38
2026-01-01 21:05:00,F0906,20.07,50.1,89.97,31.53,69903,52.86
2026-01-01 21:10:00,F0420,37.76,34.79,87.93,29.77,59979,57.27
2026-01-01 21:15:00,F0530,26.27,87.07,73.52,29.72,24850,81.42
2026-01-01 21:20:00,F0133,28.38,89.2,19.16,17.86,21056,44.33
2026-01-01 21:25:00,F0166,25.74,76.11,40.95,36.64,38230,87.67
2026-01-01 21:30:00,F0257,22.71,92.16,35.58,29.38,81534,62.68
2026-01-01 21:35:00,F0515,33.38,68.47,58.55,18.94,82851,77.65
2026-01-01 21:40:00,F0620,26.1,90.06,18.09,34.87,11646,23.64
2026-01-01 21:45:00,F0657,36.5,47.2,30.81,28.16,82016,71.12
2026-01-01 21:50:00,F0510,39.34,65.46,63.14,21.95,33096,84.38
2026-01-01 21:55:00,F0702,27.75,59.48,66.65,18.64,55476,58.74
2026-01-01 22:00:00,F0209,26.16,39.34,79.61,22.34,46268,98.03
2026-01-01 22:05:00,F0134,36.26,63.47,22.96,20.56,17059,41.4
2026-01-01 22:10:00,F0254,21.38,33.29,85.9,34.88,55805,39.86
2026-01-01 22:15:00,F0887,39.66,82.88,85.03,31.59,25881,81.05
2026-01-01 22:20:00,F0511,41.9,60.34,80.93,26.44,12802,95.62
2026-01-01 22:25:00,F0518,28.97,45.65,58.75,16.12,37877,59.59
2026-01-01 22:30:00,F0904,38.23,73.71,36.43,15.19,15089,54.47
2026-01-01 22:35:00,F0904,24.35,53.78,45.24,16.04,7705,65.62
2026-01-01 22:40:00,F0200,26.7,48.76,43.98,25.36,73070,42.38
2026-01-01 22:45:00,F0639,34.33,37.72,88.13,24.06,45444,64.63
2026-01-01 22:50:00,F0375,36.12,42.94,53.18,26.5,6938,23.11
2026-01-01 22:55:00,F0731,25.99,60.79,49.27,28.94,68568,31.18
2026-01-01 23:00:00,F0954,32.71,40.56,89.3,32.0,40221,67.5
2026-01-01 23:05:00,F0520,37.88,64.6,68.16,21.9,3180,49.47
2026-01-01 23:10:00,F0690,20.63,57.08,38.08,35.67,91183,70.34
2026-01-01 23:15:00,F0612,29.39,92.86,73.72,32.85,76711,38.2
2026-01-01 23:20:00,F0053,32.0,41.08,62.18,29.25,50832,31.82
2026-01-01 23:25:00,F0698,23.81,67.22,67.54,19.39,58807,45.1
2026-01-01 23:30:00,F0156,27.91,43.25,52.64,29.06,62814,89.83
2026-01-01 23:35:00,F0754,35.46,75.88,53.9,27.9,87799,58.27
2026-01-01 23:40:00,F0386,25.53,41.26,83.41,22.87,47437,74.07
2026-01-01 23:45:00,F0889,35.3,71.82,67.0,29.03,26200,96.59
2026-01-01 23:50:00,F0286,31.39,44.62,87.97,21.85,38880,76.39
2026-01-01 23:55:00,F0707,34.92,50.61,41.16,36.48,95589,41.88
2026-01-02 00:00:00,F0125,31.76,65.31,82.18,24.07,46237,96.37
2026-01-02 00:05:00,F0824,21.52,32.73,86.65,16.82,58983,72.48
2026-01-02 00:10:00,F0766,29.5,43.13,55.39,36.46,92248,41.73
2026-01-02 00:15:00,F0112,32.78,68.14,33.18,30.41,70604,38.05
2026-01-02 00:20:00,F0239,19.26,56.86,68.8,17.31,19018,20.41
2026-01-02 00:25:00,F0564,41.47,40.27,63.97,35.25,63350,58.2
2026-01-02 00:30:00,F0205,36.14,48.67,36.41,16.36,12725,72.18
2026-01-02 00:35:00,F0238,30.84,77.0,85.25,36.0,23946,53.43
2026-01-02 00:40:00,F0858,22.22,89.78,89.79,24.13,65930,34.9
2026-01-02 00:45:00,F0767,41.09,90.19,80.76,15.21,75443,68.22
2026-01-02 00:50:00,F0951,41.59,48.5,89.18,27.5,65738,91.14
2026-01-02 00:55:00,F0138,38.43,60.42,29.46,17.59,22298,78.49
2026-01-02 01:00:00,F0664,24.17,42.1,70.25,33.19,75420,73.95
2026-01-02 01:05:00,F0198,22.21,85.65,82.28,34.02,68538,46.23
2026-01-02 01:10:00,F0411,34.06,42.01,25.55,22.44,33512,20.55
2026-01-02 01:15:00,F0393,23.65,78.99,86.55,21.94,95749,65.83
2026-01-02 01:20:00,F0268,33.69,75.03,19.66,17.72,41213,32.78
2026-01-02 01:25:00,F0703,30.06,88.18,67.77,22.15,16389,71.1
2026-01-02 01:30:00,F0964,25.08,69.95,31.43,18.07,21078,56.4
2026-01-02 01:35:00,F0621,26.97,75.63,83.46,32.42,88044,86.05
2026-01-02 01:40:00,F0781,23.94,79.06,80.49,16.88,59556,62.25
2026-01-02 01:45:00,F0371,19.87,66.67,19.63,27.6,67255,36.17
2026-01-02 01:50:00,F0550,21.6,51.33,54.03,17.67,27922,77.35
2026-01-02 01:55:00,F0501,20.18,63.17,75.65,25.43,68272,53.23
2026-01-02 02:00:00,F0578,19.39,60.05,75.52,31.64,52897,40.36
2026-01-02 02:05:00,F0004,35.9,67.59,18.4,22.92,9357,63.29
2026-01-02 02:10:00,F0062,40.43,34.49,85.03,15.73,54591,34.4
2026-01-02 02:15:00,F0139,36.38,93.59,63.44,24.67,51132,55.88
2026-01-02 02:20:00,F0940,39.76,54.42,66.2,30.22,71687,30.64
2026-01-02 02:25:00,F0881,26.35,41.6,55.29,27.16,96401,98.3
2026-01-02 02:30:00,F0855,18.08,31.48,37.38,30.49,72361,53.93
2026-01-02 02:35:00,F0389,37.76,46.09,40.96,21.34,96030,81.24
2026-01-02 02:40:00,F0033,37.43,57.25,72.45,35.33,3050,39.25
2026-01-02 02:45:00,F0069,20.42,32.18,59.83,31.18,7380,39.58
2026-01-02 02:50:00,F0046,27.65,45.23,31.3,34.87,8398,31.21
2026-01-02 02:55:00,F0297,23.62,89.57,58.21,28.28,89150,85.47
2026-01-02 03:00:00,F0243,25.24,39.31,64.52,20.08,40387,42.01
2026-01-02 03:05:00,F0571,40.76,87.18,83.37,29.4,56994,64.47
2026-01-02 03:10:00,F0049,41.33,91.2,65.35,33.07,42777,75.7
2026-01-02 03:15:00,F0419,21.58,54.47,71.58,25.89,30536,44.06
2026-01-02 03:20:00,F0725,21.46,60.1,19.32,24.49,55592,64.58
2026-01-02 03:25:00,F0138,27.32,46.57,39.77,16.82,59954,87.77
2026-01-02 03:30:00,F0095,30.86,83.91,18.87,23.67,80294,68.23
2026-01-02 03:35:00,F0895,19.75,82.3,59.07,30.44,29444,58.35
2026-01-02 03:40:00,F0891,39.77,49.71,83.17,19.87,25906,96.97
2026-01-02 03:45:00,F0121,35.93,79.03,83.58,31.0,93244,36.36
2026-01-02 03:50:00,F0938,23.74,50.9,36.23,25.72,86029,48.74
2026-01-02 03:55:00,F0268,26.63,87.38,49.95,33.46,95688,57.56
2026-01-02 04:00:00,F0860,25.69,43.2,38.47,16.05,30002,79.3
2026-01-02 04:05:00,F0017,24.26,90.76,58.44,24.6,20976,35.7
2026-01-02 04:10:00,F0236,27.12,84.17,52.45,30.06,90764,47.01
2026-01-02 04:15:00,F0782,37.72,92.82,63.13,26.28,23050,78.62
2026-01-02 04:20:00,F0361,22.06,76.82,51.62,36.09,72058,99.23
2026-01-02 04:25:00,F0981,19.41,32.2,78.5,36.74,88584,23.88
2026-01-02 04:30:00,F0007,27.9,84.77,32.36,31.26,2198,37.5
2026-01-02 04:35:00,F0467,26.96,70.16,65.01,29.18,64334,72.74
2026-01-02 04:40:00,F0017,18.16,65.86,15.89,27.18,37010,62.86
2026-01-02 04:45:00,F0294,18.41,82.86,65.55,33.54,24496,28.56
2026-01-02 04:50:00,F0099,30.59,45.66,61.48,20.81,47457,41.39
